id,Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
1555,33,65,41,Clayey,Cotton,18,6,40,17-17-17
1556,36,64,49,Black,Millets,21,16,8,14-35-14
1557,27,65,46,Sandy,Tobacco,24,5,15,14-35-14
1558,28,52,59,Loamy,Barley,18,17,33,Urea
1559,28,50,48,Black,Millets,31,16,24,17-17-17
1560,29,70,35,Sandy,Pulses,39,19,35,17-17-17
1561,33,51,58,Sandy,Paddy,11,9,26,DAP
1562,26,67,65,Red,Sugarcane,7,14,23,28-28
1563,37,51,56,Loamy,Barley,20,1,11,14-35-14
1564,35,53,30,Loamy,Tobacco,36,0,11,DAP
1565,30,57,39,Red,Tobacco,30,2,4,Urea
1566,32,63,30,Loamy,Ground Nuts,32,3,9,28-28
1567,37,61,54,Red,Cotton,26,3,42,20-20
1568,27,70,51,Loamy,Paddy,33,2,15,28-28
1569,35,71,37,Sandy,Barley,42,9,1,28-28
1570,25,56,25,Sandy,Maize,38,4,35,20-20
1571,34,64,28,Black,Barley,29,8,41,DAP
1572,34,63,65,Clayey,Cotton,19,10,16,Urea
1573,27,63,38,Sandy,Sugarcane,18,2,22,17-17-17
1574,28,61,55,Red,Paddy,37,2,2,DAP
1575,34,54,26,Loamy,Cotton,13,16,10,DAP
1576,34,57,65,Sandy,Barley,9,3,15,28-28
1577,33,52,51,Sandy,Millets,19,8,37,28-28
1578,28,62,33,Black,Cotton,25,16,32,28-28
1579,37,68,31,Loamy,Pulses,41,14,42,10-26-26
1580,33,54,49,Clayey,Pulses,13,18,10,10-26-26
1581,30,70,47,Loamy,Wheat,33,0,25,17-17-17
1582,26,62,42,Loamy,Ground Nuts,8,2,25,Urea
1583,34,71,37,Loamy,Pulses,15,6,13,Urea
1584,25,52,26,Clayey,Sugarcane,38,12,40,DAP
1585,35,60,31,Red,Cotton,5,4,22,28-28
1586,34,61,41,Black,Wheat,38,0,19,DAP
1587,33,61,56,Loamy,Millets,22,16,23,DAP
1588,25,60,26,Black,Paddy,25,3,4,20-20
1589,25,53,35,Loamy,Pulses,10,9,40,28-28
1590,38,54,53,Red,Millets,12,0,25,28-28
1591,37,63,63,Loamy,Oil seeds,39,6,38,14-35-14
1592,28,50,50,Sandy,Wheat,27,10,10,20-20
1593,26,70,54,Red,Maize,16,13,40,10-26-26
1594,33,51,31,Clayey,Ground Nuts,10,13,32,10-26-26
1595,36,50,57,Clayey,Millets,35,0,1,10-26-26
1596,28,51,48,Black,Pulses,39,2,33,14-35-14
1597,33,62,62,Red,Cotton,33,6,13,DAP
1598,37,65,25,Clayey,Tobacco,19,18,9,10-26-26
1599,29,51,54,Sandy,Wheat,30,10,37,10-26-26
1600,36,64,53,Red,Pulses,8,1,27,DAP
1601,36,56,59,Sandy,Paddy,40,2,5,10-26-26
1602,29,57,55,Clayey,Cotton,39,0,21,DAP
1603,38,62,65,Loamy,Oil seeds,26,17,4,17-17-17
1604,28,52,38,Clayey,Pulses,40,11,16,17-17-17
1605,37,70,40,Loamy,Sugarcane,6,6,2,14-35-14
1606,38,61,35,Clayey,Tobacco,26,15,9,17-17-17
1607,38,52,52,Red,Paddy,37,5,9,14-35-14
1608,33,58,62,Clayey,Pulses,34,6,41,10-26-26
1609,33,58,58,Clayey,Wheat,42,2,2,28-28
1610,33,67,26,Clayey,Oil seeds,39,11,20,17-17-17
1611,38,66,41,Sandy,Tobacco,6,4,35,28-28
1612,37,67,42,Black,Cotton,33,2,28,DAP
1613,25,62,54,Sandy,Wheat,11,1,28,10-26-26
1614,28,71,40,Clayey,Sugarcane,18,2,13,28-28
1615,27,68,26,Loamy,Cotton,37,7,33,17-17-17
1616,30,60,43,Sandy,Ground Nuts,27,13,13,17-17-17
1617,31,69,39,Red,Maize,21,10,31,Urea
1618,27,53,61,Black,Sugarcane,25,18,39,17-17-17
1619,26,61,63,Clayey,Wheat,40,13,16,Urea
1620,28,69,65,Clayey,Maize,36,10,15,DAP
1621,36,69,41,Black,Barley,6,0,39,28-28
1622,29,66,36,Red,Tobacco,29,12,39,Urea
1623,36,59,51,Red,Paddy,18,15,9,20-20
1624,26,67,39,Loamy,Paddy,34,8,40,10-26-26
1625,26,59,45,Loamy,Tobacco,36,14,39,14-35-14
1626,29,60,63,Red,Maize,6,1,19,17-17-17
1627,25,52,31,Black,Wheat,35,10,3,20-20
1628,36,57,64,Black,Cotton,12,17,9,DAP
1629,28,69,43,Loamy,Tobacco,13,10,37,20-20
1630,26,52,48,Loamy,Pulses,6,10,10,10-26-26
1631,25,72,29,Red,Ground Nuts,9,12,32,10-26-26
1632,32,70,61,Clayey,Wheat,29,4,16,20-20
1633,29,53,50,Loamy,Wheat,19,9,7,DAP
1634,37,71,38,Red,Tobacco,30,13,18,Urea
1635,31,70,60,Loamy,Millets,38,4,27,28-28
1636,29,60,33,Loamy,Tobacco,18,3,37,Urea
1637,38,70,32,Red,Cotton,21,11,5,28-28
1638,30,72,46,Sandy,Oil seeds,16,2,22,20-20
1639,29,59,39,Loamy,Pulses,25,6,16,DAP
1640,29,69,37,Sandy,Maize,14,7,8,20-20
1641,34,60,63,Sandy,Tobacco,24,15,0,28-28
1642,33,58,56,Red,Cotton,34,8,33,20-20
1643,37,52,53,Clayey,Maize,17,4,34,20-20
1644,33,58,43,Sandy,Tobacco,25,5,0,Urea
1645,26,61,62,Red,Maize,30,18,32,28-28
1646,32,63,30,Black,Paddy,36,0,25,14-35-14
1647,29,62,38,Clayey,Oil seeds,12,4,0,14-35-14
1648,32,51,64,Red,Cotton,17,19,32,Urea
1649,32,51,36,Black,Wheat,17,10,36,17-17-17
1650,32,52,33,Black,Wheat,36,10,37,14-35-14
1651,31,61,31,Red,Paddy,18,1,26,20-20
1652,25,65,55,Loamy,Sugarcane,11,13,10,20-20
1653,32,70,63,Sandy,Sugarcane,34,5,5,20-20
1654,38,57,59,Red,Maize,25,17,2,14-35-14
1655,34,68,65,Sandy,Millets,19,16,12,28-28
1656,36,50,37,Red,Maize,4,8,0,DAP
1657,37,59,36,Clayey,Pulses,21,1,31,Urea
1658,34,64,51,Red,Cotton,18,7,33,14-35-14
1659,33,65,62,Sandy,Paddy,38,4,40,DAP
1660,37,69,25,Red,Ground Nuts,9,12,28,20-20
1661,32,66,45,Loamy,Tobacco,27,16,14,17-17-17
1662,25,72,54,Clayey,Sugarcane,29,3,6,14-35-14
1663,26,57,32,Clayey,Sugarcane,6,8,1,28-28
1664,26,57,35,Red,Pulses,9,3,27,DAP
1665,38,53,59,Black,Barley,37,13,2,14-35-14
1666,33,72,41,Red,Oil seeds,30,1,34,17-17-17
1667,30,55,35,Loamy,Pulses,20,4,9,14-35-14
1668,27,72,35,Sandy,Millets,40,7,33,Urea
1669,38,60,29,Black,Millets,16,1,3,17-17-17
1670,26,58,45,Sandy,Barley,24,19,36,20-20
1671,25,52,49,Sandy,Wheat,37,10,9,14-35-14
1672,31,64,43,Black,Oil seeds,38,8,18,14-35-14
1673,26,61,29,Sandy,Ground Nuts,4,6,25,20-20
1674,36,64,54,Loamy,Pulses,19,11,36,10-26-26
1675,35,63,49,Black,Wheat,8,11,30,10-26-26
1676,35,66,30,Clayey,Barley,21,7,3,10-26-26
1677,34,53,52,Red,Tobacco,30,13,16,DAP
1678,27,63,26,Red,Oil seeds,29,3,30,DAP
1679,36,70,39,Loamy,Millets,26,19,9,14-35-14
1680,33,51,45,Sandy,Barley,40,8,30,10-26-26
1681,33,62,36,Sandy,Millets,7,15,39,DAP
1682,38,52,47,Sandy,Barley,15,10,26,DAP
1683,30,61,30,Sandy,Barley,4,12,6,17-17-17
1684,25,68,46,Clayey,Barley,21,16,14,17-17-17
1685,32,59,44,Black,Pulses,39,5,9,17-17-17
1686,25,72,34,Loamy,Pulses,15,9,34,28-28
1687,32,71,44,Red,Oil seeds,23,9,15,14-35-14
1688,36,66,44,Loamy,Millets,11,9,19,28-28
1689,28,70,39,Clayey,Sugarcane,10,17,19,10-26-26
1690,38,56,49,Black,Oil seeds,17,12,15,14-35-14
1691,37,61,62,Sandy,Pulses,32,2,17,17-17-17
1692,27,62,41,Sandy,Sugarcane,25,0,32,Urea
1693,33,69,47,Loamy,Tobacco,16,11,29,Urea
1694,29,64,62,Sandy,Maize,35,4,38,17-17-17
1695,37,68,65,Black,Paddy,26,17,19,20-20
1696,27,54,30,Sandy,Oil seeds,15,11,0,17-17-17
1697,36,66,45,Clayey,Barley,4,3,39,DAP
1698,32,63,34,Loamy,Sugarcane,35,0,27,14-35-14
1699,32,60,43,Black,Wheat,29,2,32,17-17-17
1700,31,52,42,Loamy,Oil seeds,21,8,37,DAP
1701,36,59,42,Clayey,Wheat,11,2,24,20-20
1702,28,64,55,Black,Maize,4,12,10,28-28
1703,30,59,53,Red,Wheat,6,3,2,28-28
1704,37,61,36,Black,Maize,32,12,6,14-35-14
1705,30,59,51,Sandy,Cotton,16,2,39,10-26-26
1706,36,65,62,Sandy,Ground Nuts,39,3,35,17-17-17
1707,37,63,47,Black,Ground Nuts,28,18,37,Urea
1708,33,65,63,Loamy,Oil seeds,16,6,17,28-28
1709,29,62,49,Loamy,Sugarcane,28,16,7,20-20
1710,33,64,33,Red,Sugarcane,14,10,0,28-28
1711,33,56,58,Black,Cotton,34,9,40,14-35-14
1712,35,68,52,Sandy,Paddy,9,1,42,Urea
1713,28,55,43,Black,Tobacco,29,7,22,17-17-17
1714,26,72,42,Loamy,Wheat,41,1,0,Urea
1715,35,63,52,Sandy,Ground Nuts,37,1,40,17-17-17
1716,28,65,49,Black,Pulses,24,12,19,14-35-14
1717,29,72,39,Sandy,Tobacco,35,8,10,17-17-17
1718,31,64,47,Clayey,Millets,41,9,37,DAP
1719,27,72,59,Sandy,Barley,4,18,26,17-17-17
1720,34,52,30,Sandy,Maize,25,1,37,20-20
1721,25,63,64,Sandy,Tobacco,4,17,0,14-35-14
1722,32,62,50,Loamy,Barley,24,1,1,10-26-26
1723,36,69,42,Loamy,Ground Nuts,19,8,8,20-20
1724,28,65,64,Red,Millets,41,5,19,14-35-14
1725,25,63,59,Black,Ground Nuts,20,1,30,28-28
1726,37,64,34,Sandy,Millets,41,11,10,17-17-17
1727,37,53,53,Black,Millets,16,5,30,14-35-14
1728,37,59,51,Black,Ground Nuts,41,11,6,DAP
1729,29,71,49,Clayey,Millets,35,8,42,10-26-26
1730,31,71,65,Sandy,Ground Nuts,33,18,41,10-26-26
1731,35,70,34,Red,Oil seeds,22,4,41,DAP
1732,34,66,30,Sandy,Maize,26,18,7,28-28
1733,38,57,65,Black,Tobacco,13,11,27,10-26-26
1734,25,58,39,Red,Cotton,12,1,33,20-20
1735,28,51,41,Red,Cotton,23,5,15,14-35-14
1736,29,59,39,Clayey,Sugarcane,18,5,15,10-26-26
1737,37,52,32,Sandy,Cotton,34,15,1,Urea
1738,28,60,29,Loamy,Cotton,13,10,38,DAP
1739,30,53,29,Black,Barley,25,13,21,10-26-26
1740,34,64,56,Loamy,Sugarcane,15,9,19,28-28
1741,31,71,31,Sandy,Maize,5,8,20,28-28
1742,25,61,52,Black,Sugarcane,27,8,16,14-35-14
1743,26,55,40,Red,Sugarcane,26,8,32,14-35-14
1744,30,64,43,Clayey,Paddy,23,6,14,17-17-17
1745,34,55,65,Black,Paddy,42,9,17,28-28
1746,31,57,64,Black,Barley,14,0,14,20-20
1747,34,59,30,Clayey,Tobacco,9,16,2,Urea
1748,38,60,50,Red,Pulses,12,4,8,DAP
1749,37,66,39,Black,Maize,7,19,9,28-28
1750,35,68,33,Loamy,Tobacco,18,7,7,10-26-26
1751,30,70,56,Sandy,Paddy,40,6,22,10-26-26
1752,35,61,43,Sandy,Barley,14,19,30,14-35-14
1753,25,63,53,Red,Cotton,28,4,38,14-35-14
1754,29,60,52,Loamy,Sugarcane,6,3,24,20-20
1755,38,71,37,Sandy,Maize,20,12,27,10-26-26
1756,27,66,58,Loamy,Barley,20,6,18,28-28
1757,33,57,59,Red,Paddy,7,19,24,28-28
1758,33,62,37,Loamy,Pulses,37,16,42,20-20
1759,37,60,43,Black,Millets,42,13,25,28-28
1760,27,65,54,Clayey,Pulses,5,13,19,20-20
1761,32,66,63,Sandy,Cotton,16,13,12,28-28
1762,25,71,42,Loamy,Oil seeds,36,14,27,DAP
1763,30,59,61,Clayey,Paddy,6,17,40,10-26-26
1764,35,60,57,Red,Maize,34,6,6,10-26-26
1765,35,69,31,Clayey,Maize,29,5,9,17-17-17
1766,30,62,55,Black,Wheat,18,3,14,DAP
1767,32,63,28,Loamy,Ground Nuts,31,17,4,DAP
1768,32,64,64,Sandy,Paddy,28,9,21,10-26-26
1769,28,62,65,Black,Tobacco,41,17,37,DAP
1770,27,72,27,Black,Cotton,33,4,18,20-20
1771,26,67,35,Black,Paddy,20,5,25,28-28
1772,38,57,45,Red,Paddy,15,6,5,Urea
1773,31,54,26,Black,Paddy,5,9,24,DAP
1774,31,71,63,Red,Paddy,24,6,36,20-20
1775,36,55,28,Sandy,Pulses,27,17,2,14-35-14
1776,31,53,59,Red,Pulses,41,7,38,17-17-17
1777,29,58,52,Loamy,Paddy,39,17,9,14-35-14
1778,37,62,36,Red,Paddy,28,13,17,10-26-26
1779,34,66,33,Loamy,Ground Nuts,30,13,1,Urea
1780,29,53,57,Red,Millets,37,3,39,14-35-14
1781,37,55,47,Red,Oil seeds,32,1,19,14-35-14
1782,37,66,61,Red,Oil seeds,16,1,33,20-20
1783,26,59,41,Red,Cotton,35,12,32,14-35-14
1784,31,68,50,Sandy,Pulses,27,17,7,Urea
1785,37,65,51,Red,Millets,5,11,37,28-28
1786,35,71,33,Clayey,Paddy,33,13,30,28-28
1787,35,70,61,Sandy,Pulses,12,14,10,17-17-17
1788,36,60,54,Clayey,Maize,29,7,39,20-20
1789,32,64,35,Loamy,Oil seeds,9,4,35,Urea
1790,38,63,43,Loamy,Barley,26,4,1,Urea
1791,33,67,30,Black,Pulses,26,18,35,DAP
1792,30,54,32,Loamy,Millets,18,13,3,28-28
1793,26,51,52,Clayey,Ground Nuts,4,12,18,10-26-26
1794,35,71,36,Loamy,Cotton,29,17,4,10-26-26
1795,27,66,35,Sandy,Millets,9,1,34,17-17-17
1796,36,66,37,Red,Ground Nuts,19,1,17,14-35-14
1797,29,68,62,Loamy,Ground Nuts,16,15,20,17-17-17
1798,25,66,59,Clayey,Oil seeds,11,0,41,14-35-14
1799,28,65,39,Sandy,Pulses,36,18,18,20-20
1800,33,65,47,Sandy,Cotton,30,8,11,DAP
1801,28,59,26,Red,Oil seeds,38,13,22,17-17-17
1802,26,54,25,Loamy,Oil seeds,42,18,12,14-35-14
1803,37,71,52,Red,Pulses,4,15,31,14-35-14
1804,34,57,29,Black,Pulses,42,1,16,20-20
1805,25,56,41,Black,Pulses,32,8,21,Urea
1806,33,64,47,Sandy,Millets,34,19,42,17-17-17
1807,29,68,48,Clayey,Paddy,12,19,17,14-35-14
1808,30,52,35,Sandy,Tobacco,8,14,2,20-20
1809,33,60,39,Clayey,Tobacco,10,5,40,10-26-26
1810,33,64,31,Black,Millets,14,0,16,Urea
1811,34,56,29,Clayey,Wheat,30,4,21,20-20
1812,38,58,53,Loamy,Barley,31,6,12,10-26-26
1813,36,68,64,Black,Maize,27,11,28,10-26-26
1814,27,67,26,Red,Wheat,33,13,7,DAP
1815,28,54,35,Red,Barley,34,3,8,Urea
1816,29,54,59,Black,Millets,27,4,37,28-28
1817,25,55,44,Clayey,Oil seeds,17,1,41,28-28
1818,28,60,52,Red,Maize,24,7,17,Urea
1819,34,62,56,Clayey,Oil seeds,8,1,8,17-17-17
1820,29,50,48,Red,Cotton,32,15,5,28-28
1821,35,53,30,Sandy,Tobacco,31,0,6,17-17-17
1822,38,65,34,Loamy,Millets,32,0,41,17-17-17
1823,33,63,34,Red,Wheat,16,14,17,Urea
1824,29,71,39,Clayey,Millets,14,12,10,17-17-17
1825,38,57,30,Red,Barley,37,8,39,14-35-14
1826,32,72,29,Red,Oil seeds,35,12,7,Urea
1827,34,55,44,Red,Wheat,15,7,13,Urea
1828,27,61,38,Loamy,Barley,35,5,38,DAP
1829,38,56,51,Clayey,Paddy,26,1,40,14-35-14
1830,35,60,59,Clayey,Pulses,34,11,0,28-28
1831,33,61,58,Red,Sugarcane,8,18,32,28-28
1832,36,61,26,Clayey,Millets,12,18,27,14-35-14
1833,26,50,34,Loamy,Paddy,15,18,36,17-17-17
1834,35,57,38,Black,Paddy,26,8,13,20-20
1835,29,53,46,Black,Wheat,12,2,10,28-28
1836,31,66,47,Black,Paddy,8,3,14,14-35-14
1837,35,58,41,Loamy,Paddy,34,17,29,28-28
1838,33,55,25,Clayey,Millets,4,9,36,17-17-17
1839,33,70,35,Clayey,Paddy,9,19,39,20-20
1840,27,69,54,Sandy,Sugarcane,39,13,39,Urea
1841,33,53,35,Red,Paddy,42,17,35,10-26-26
1842,26,66,64,Loamy,Millets,19,16,26,20-20
1843,32,69,55,Clayey,Barley,30,3,32,28-28
1844,27,66,44,Loamy,Paddy,6,16,42,14-35-14
1845,36,58,62,Black,Millets,35,1,4,Urea
1846,32,68,54,Loamy,Cotton,40,0,12,Urea
1847,28,58,36,Loamy,Oil seeds,19,14,27,17-17-17
1848,31,53,52,Sandy,Sugarcane,20,2,12,DAP
1849,35,66,25,Loamy,Tobacco,4,4,3,Urea
1850,32,61,63,Black,Cotton,5,7,16,20-20
1851,26,72,54,Sandy,Millets,29,2,36,Urea
1852,33,69,25,Black,Tobacco,31,11,34,10-26-26
1853,31,55,53,Red,Barley,7,8,27,14-35-14
1854,32,53,50,Sandy,Oil seeds,42,19,11,14-35-14
1855,33,72,38,Black,Millets,17,7,21,DAP
1856,35,60,40,Loamy,Wheat,30,4,15,10-26-26
1857,32,50,45,Black,Barley,18,17,1,10-26-26
1858,38,68,30,Loamy,Cotton,15,2,28,10-26-26
1859,27,63,38,Black,Paddy,35,4,24,28-28
1860,38,60,64,Black,Oil seeds,13,10,25,17-17-17
1861,32,61,45,Sandy,Sugarcane,42,9,7,DAP
1862,32,72,29,Black,Oil seeds,9,16,18,Urea
1863,32,61,47,Sandy,Sugarcane,37,10,2,10-26-26
1864,25,57,61,Sandy,Wheat,11,7,33,10-26-26
1865,32,62,61,Red,Barley,5,14,27,17-17-17
1866,28,55,47,Red,Ground Nuts,14,3,23,Urea
1867,30,63,49,Loamy,Cotton,18,0,5,17-17-17
1868,31,59,48,Black,Maize,5,12,22,10-26-26
1869,28,62,59,Sandy,Sugarcane,35,0,3,14-35-14
1870,31,55,29,Red,Pulses,37,17,9,17-17-17
1871,27,61,58,Black,Tobacco,22,13,28,Urea
1872,31,53,58,Clayey,Wheat,40,0,34,DAP
1873,37,71,45,Sandy,Millets,32,5,18,28-28
1874,27,65,61,Sandy,Oil seeds,42,8,7,28-28
1875,32,72,62,Red,Cotton,32,18,17,10-26-26
1876,34,68,50,Red,Ground Nuts,27,8,20,14-35-14
1877,30,69,47,Clayey,Cotton,41,17,4,Urea
1878,36,65,29,Red,Cotton,29,13,15,20-20
1879,25,56,56,Black,Cotton,23,1,38,17-17-17
1880,34,56,35,Black,Oil seeds,16,8,28,20-20
1881,37,69,63,Sandy,Ground Nuts,20,14,26,10-26-26
1882,29,52,60,Black,Millets,40,2,35,14-35-14
1883,34,62,44,Sandy,Wheat,6,2,31,DAP
1884,32,51,52,Clayey,Pulses,21,16,30,14-35-14
1885,31,54,33,Red,Oil seeds,40,5,4,17-17-17
1886,29,69,39,Red,Ground Nuts,5,13,24,20-20
1887,30,67,38,Red,Cotton,37,19,23,DAP
1888,35,63,36,Red,Oil seeds,4,3,32,10-26-26
1889,27,61,25,Loamy,Paddy,28,9,33,DAP
1890,33,65,62,Black,Sugarcane,25,5,33,17-17-17
1891,31,67,51,Loamy,Ground Nuts,32,16,32,17-17-17
1892,38,62,43,Red,Wheat,36,11,36,17-17-17
1893,29,58,60,Black,Ground Nuts,20,7,24,DAP
1894,31,66,48,Clayey,Maize,10,5,12,17-17-17
1895,26,65,39,Red,Paddy,13,18,39,10-26-26
1896,34,50,52,Sandy,Cotton,13,0,34,14-35-14
1897,34,62,48,Sandy,Cotton,34,19,24,28-28
1898,29,65,65,Sandy,Tobacco,8,3,40,20-20
1899,33,63,52,Sandy,Tobacco,34,10,8,DAP
1900,33,58,25,Clayey,Millets,31,3,33,DAP
1901,25,66,48,Sandy,Pulses,39,15,13,Urea
1902,36,68,27,Red,Tobacco,12,13,25,14-35-14
1903,31,50,31,Black,Cotton,11,4,31,10-26-26
1904,27,55,39,Red,Paddy,34,8,18,28-28
1905,33,58,44,Red,Maize,4,9,28,14-35-14
1906,35,56,39,Clayey,Pulses,41,7,10,14-35-14
1907,34,56,58,Loamy,Millets,34,0,17,20-20
1908,25,53,60,Loamy,Cotton,22,8,24,14-35-14
1909,33,58,36,Clayey,Wheat,6,15,1,10-26-26
1910,34,59,34,Loamy,Cotton,13,9,13,DAP
1911,25,72,47,Black,Millets,29,16,10,14-35-14
1912,28,63,58,Black,Paddy,6,8,13,10-26-26
1913,26,72,50,Clayey,Millets,25,12,31,17-17-17
1914,32,68,27,Clayey,Ground Nuts,23,15,28,Urea
1915,31,67,35,Loamy,Pulses,22,14,25,10-26-26
1916,27,59,62,Clayey,Maize,30,13,39,14-35-14
1917,25,68,54,Sandy,Tobacco,23,11,39,14-35-14
1918,30,69,60,Sandy,Tobacco,41,9,24,17-17-17
1919,31,70,43,Clayey,Pulses,10,14,41,DAP
1920,27,63,30,Sandy,Millets,30,4,14,DAP
1921,34,71,44,Loamy,Wheat,19,2,4,10-26-26
1922,27,71,52,Red,Millets,8,5,1,10-26-26
1923,35,72,65,Clayey,Oil seeds,32,6,16,20-20
1924,25,68,58,Loamy,Wheat,35,7,4,17-17-17
1925,34,70,27,Black,Paddy,9,12,18,14-35-14
1926,28,61,34,Clayey,Pulses,20,11,19,20-20
1927,37,62,41,Red,Wheat,25,15,11,DAP
1928,30,61,38,Black,Sugarcane,27,8,33,17-17-17
1929,29,56,26,Red,Millets,20,7,20,28-28
1930,37,59,37,Sandy,Pulses,26,6,20,17-17-17
1931,36,71,48,Red,Barley,37,17,8,Urea
1932,36,57,57,Clayey,Ground Nuts,20,19,20,20-20
1933,26,58,39,Black,Ground Nuts,33,0,23,DAP
1934,26,55,26,Clayey,Barley,16,1,21,DAP
1935,38,60,31,Black,Ground Nuts,40,0,11,20-20
1936,31,65,39,Sandy,Millets,20,10,21,Urea
1937,38,58,50,Loamy,Maize,7,18,23,14-35-14
1938,36,54,36,Red,Ground Nuts,25,19,2,17-17-17
1939,28,68,42,Clayey,Cotton,42,18,36,DAP
1940,27,70,29,Sandy,Pulses,10,0,19,14-35-14
1941,27,56,28,Red,Sugarcane,35,2,30,10-26-26
1942,27,56,38,Sandy,Barley,15,16,22,20-20
1943,32,55,40,Sandy,Paddy,10,4,21,14-35-14
1944,38,67,25,Clayey,Oil seeds,16,15,7,10-26-26
1945,32,52,27,Sandy,Pulses,18,3,14,DAP
1946,37,57,56,Black,Sugarcane,23,18,17,DAP
1947,34,58,39,Sandy,Ground Nuts,12,10,16,17-17-17
1948,30,65,62,Red,Cotton,21,11,20,20-20
1949,30,66,41,Clayey,Sugarcane,16,4,19,14-35-14
1950,29,57,63,Red,Pulses,7,3,22,14-35-14
1951,26,65,41,Clayey,Pulses,12,3,27,Urea
1952,26,66,34,Clayey,Millets,41,0,29,17-17-17
1953,35,57,27,Red,Tobacco,34,19,23,17-17-17
1954,34,67,33,Sandy,Cotton,29,13,22,20-20
1955,31,62,54,Loamy,Paddy,37,1,27,20-20
1956,28,54,38,Red,Wheat,5,3,25,28-28
1957,33,59,38,Clayey,Paddy,41,17,24,20-20
1958,28,72,40,Sandy,Wheat,35,12,2,14-35-14
1959,35,67,37,Clayey,Oil seeds,17,1,5,20-20
1960,25,67,25,Clayey,Paddy,38,17,26,20-20
1961,35,53,54,Sandy,Oil seeds,25,14,37,17-17-17
1962,31,53,44,Black,Cotton,25,1,6,14-35-14
1963,31,52,28,Loamy,Wheat,41,16,32,17-17-17
1964,37,69,50,Loamy,Pulses,24,2,6,14-35-14
1965,36,59,42,Red,Paddy,39,2,5,Urea
1966,37,64,51,Black,Oil seeds,36,1,40,DAP
1967,26,63,65,Sandy,Millets,10,9,4,Urea
1968,27,57,33,Sandy,Ground Nuts,37,9,26,DAP
1969,27,61,60,Loamy,Paddy,33,4,36,20-20
1970,25,52,29,Red,Tobacco,21,2,36,DAP
1971,28,68,32,Black,Maize,4,1,27,14-35-14
1972,36,68,63,Clayey,Millets,38,5,15,14-35-14
1973,34,60,31,Loamy,Tobacco,6,16,26,Urea
1974,34,72,57,Black,Paddy,21,0,0,DAP
1975,35,51,39,Black,Tobacco,31,18,1,28-28
1976,32,58,26,Red,Maize,16,13,3,Urea
1977,38,55,56,Clayey,Paddy,23,8,4,DAP
1978,34,54,57,Black,Cotton,41,2,20,10-26-26
1979,38,52,44,Black,Pulses,20,7,2,20-20
1980,30,64,49,Black,Ground Nuts,9,3,28,20-20
1981,27,72,52,Red,Sugarcane,34,12,28,17-17-17
1982,29,58,51,Loamy,Pulses,18,9,20,14-35-14
1983,35,65,38,Sandy,Millets,24,4,10,17-17-17
1984,34,58,39,Clayey,Pulses,6,5,30,28-28
1985,33,59,58,Sandy,Maize,5,19,26,Urea
1986,31,60,37,Loamy,Barley,33,16,19,DAP
1987,33,65,36,Clayey,Oil seeds,34,11,30,14-35-14
1988,32,65,51,Loamy,Cotton,30,10,40,14-35-14
1989,36,50,41,Red,Tobacco,15,16,31,28-28
1990,31,72,34,Loamy,Barley,10,7,0,DAP
1991,34,50,28,Loamy,Tobacco,29,18,35,28-28
1992,25,68,56,Clayey,Paddy,24,4,7,17-17-17
1993,35,62,64,Red,Paddy,10,2,27,20-20
1994,27,64,49,Sandy,Ground Nuts,24,1,36,10-26-26
1995,33,54,27,Clayey,Maize,32,19,40,DAP
1996,30,65,59,Sandy,Paddy,29,8,29,28-28
1997,35,52,30,Clayey,Oil seeds,15,6,5,17-17-17
1998,33,72,36,Loamy,Barley,13,0,34,17-17-17
1999,32,67,51,Black,Ground Nuts,21,1,26,28-28
2000,27,56,29,Red,Oil seeds,34,2,27,Urea
2001,33,55,47,Clayey,Ground Nuts,17,12,39,17-17-17
2002,37,69,63,Loamy,Tobacco,8,17,3,10-26-26
2003,25,61,28,Sandy,Pulses,18,16,1,14-35-14
2004,28,72,56,Loamy,Maize,11,8,28,20-20
2005,36,59,34,Clayey,Oil seeds,40,15,1,14-35-14
2006,31,65,58,Red,Sugarcane,31,3,24,14-35-14
2007,29,53,31,Clayey,Oil seeds,6,17,41,20-20
2008,37,55,39,Sandy,Cotton,40,13,32,14-35-14
2009,37,65,45,Black,Oil seeds,12,9,28,14-35-14
2010,30,58,28,Black,Ground Nuts,17,8,7,28-28
2011,26,60,55,Black,Paddy,30,18,37,DAP
2012,34,68,61,Sandy,Maize,17,5,40,14-35-14
2013,38,65,65,Clayey,Ground Nuts,23,0,21,20-20
2014,32,60,41,Loamy,Tobacco,29,3,14,28-28
2015,34,58,33,Clayey,Pulses,34,7,16,28-28
2016,32,50,49,Red,Millets,11,6,31,14-35-14
2017,30,67,48,Black,Sugarcane,13,17,34,DAP
2018,30,64,63,Loamy,Wheat,25,17,9,28-28
2019,35,69,62,Loamy,Millets,32,10,39,10-26-26
2020,31,70,37,Loamy,Tobacco,37,4,29,20-20
2021,26,58,26,Loamy,Millets,17,12,4,10-26-26
2022,33,54,60,Black,Cotton,26,12,7,17-17-17
2023,27,72,33,Clayey,Oil seeds,4,1,42,28-28
2024,28,72,53,Sandy,Sugarcane,5,3,22,10-26-26
2025,27,68,37,Sandy,Wheat,36,3,36,28-28
2026,28,71,36,Black,Paddy,42,9,28,20-20
